-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1984 through 01/31/1984 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,DOY,PRECTOTCORR
-2.75,32.25,1984,8,4.05
-2.75,32.75,1984,8,4.03
-2.75,33.25,1984,8,3.99
-2.75,33.75,1984,8,3.94
-2.25,28.25,1984,8,10.95
-2.25,28.75,1984,8,11.32
-2.25,29.25,1984,8,9.78
-2.25,29.75,1984,8,5.98
-2.25,30.25,1984,8,3.16
-2.25,30.75,1984,8,2.3
-2.25,31.25,1984,8,2.12
-2.25,31.75,1984,8,2.28
-2.25,32.25,1984,8,2.16
-2.25,32.75,1984,8,1.97
-2.25,33.25,1984,8,1.81
-2.25,33.75,1984,8,1.64
-11.75,28.25,1984,9,2.0
-11.75,28.75,1984,9,2.78
-11.75,29.25,1984,9,3.02
-11.75,29.75,1984,9,3.5
-11.75,30.25,1984,9,3.88
-11.75,30.75,1984,9,4.21
-11.75,31.25,1984,9,4.96
-11.75,31.75,1984,9,4.84
-11.75,32.25,1984,9,4.51
-11.75,32.75,1984,9,4.18
-11.75,33.25,1984,9,4.1
-11.75,33.75,1984,9,4.56
-11.25,28.25,1984,9,2.04
-11.25,28.75,1984,9,2.79
-11.25,29.25,1984,9,2.87
-11.25,29.75,1984,9,3.07
-11.25,30.25,1984,9,3.26
-11.25,30.75,1984,9,3.65
-11.25,31.25,1984,9,4.77
-11.25,31.75,1984,9,4.82
-11.25,32.25,1984,9,4.4
-11.25,32.75,1984,9,3.94
-11.25,33.25,1984,9,3.85
-11.25,33.75,1984,9,4.54
-10.75,28.25,1984,9,2.54
-10.75,28.75,1984,9,2.34
-10.75,29.25,1984,9,2.42
-10.75,29.75,1984,9,2.3
-10.75,30.25,1984,9,2.29
-10.75,30.75,1984,9,2.87
-10.75,31.25,1984,9,4.73
-10.75,31.75,1984,9,4.52
-10.75,32.25,1984,9,4.6
-10.75,32.75,1984,9,4.61
-10.75,33.25,1984,9,4.5
-10.75,33.75,1984,9,4.59
-10.25,28.25,1984,9,3.11
-10.25,28.75,1984,9,1.66
-10.25,29.25,1984,9,1.71
-10.25,29.75,1984,9,1.42
-10.25,30.25,1984,9,1.33
-10.25,30.75,1984,9,1.92
-10.25,31.25,1984,9,3.63
-10.25,31.75,1984,9,3.65
-10.25,32.25,1984,9,4.67
-10.25,32.75,1984,9,5.15
-10.25,33.25,1984,9,4.76
-10.25,33.75,1984,9,4.45
-9.75,28.25,1984,9,3.4
-9.75,28.75,1984,9,1.23
-9.75,29.25,1984,9,1.13
-9.75,29.75,1984,9,0.91
-9.75,30.25,1984,9,0.9
-9.75,30.75,1984,9,1.35
-9.75,31.25,1984,9,2.51
-9.75,31.75,1984,9,3.12
-9.75,32.25,1984,9,4.2
-9.75,32.75,1984,9,4.52
-9.75,33.25,1984,9,4.14
-9.75,33.75,1984,9,4.44
-9.25,28.25,1984,9,3.31
-9.25,28.75,1984,9,1.08
-9.25,29.25,1984,9,0.92
-9.25,29.75,1984,9,0.8
-9.25,30.25,1984,9,0.82
-9.25,30.75,1984,9,1.15
-9.25,31.25,1984,9,1.96
-9.25,31.75,1984,9,2.58
-9.25,32.25,1984,9,3.38
-9.25,32.75,1984,9,3.69
-9.25,33.25,1984,9,3.83
-9.25,33.75,1984,9,5.04
-8.75,28.25,1984,9,2.82
-8.75,28.75,1984,9,1.1
-8.75,29.25,1984,9,1.12
-8.75,29.75,1984,9,0.92
-8.75,30.25,1984,9,0.86
-8.75,30.75,1984,9,1.11
-8.75,31.25,1984,9,1.65
-8.75,31.75,1984,9,1.99
-8.75,32.25,1984,9,2.71
-8.75,32.75,1984,9,3.36
-8.75,33.25,1984,9,4.08
-8.75,33.75,1984,9,5.54
-8.25,28.25,1984,9,1.8
-8.25,28.75,1984,9,1.03
-8.25,29.25,1984,9,1.45
-8.25,29.75,1984,9,1.29
-8.25,30.25,1984,9,1.12
-8.25,30.75,1984,9,1.27
-8.25,31.25,1984,9,1.79
-8.25,31.75,1984,9,1.94
-8.25,32.25,1984,9,2.37
-8.25,32.75,1984,9,3.2
-8.25,33.25,1984,9,4.28
-8.25,33.75,1984,9,5.24
-7.75,28.25,1984,9,1.61
-7.75,28.75,1984,9,2.24
-7.75,29.25,1984,9,2.02
-7.75,29.75,1984,9,1.74
-7.75,30.25,1984,9,1.49
-7.75,30.75,1984,9,1.67
-7.75,31.25,1984,9,3.09
-7.75,31.75,1984,9,3.16
-7.75,32.25,1984,9,3.09
-7.75,32.75,1984,9,3.35
-7.75,33.25,1984,9,3.83
-7.75,33.75,1984,9,3.91
-7.25,28.25,1984,9,2.54
-7.25,28.75,1984,9,3.37
-7.25,29.25,1984,9,2.79
-7.25,29.75,1984,9,2.0
-7.25,30.25,1984,9,1.45
-7.25,30.75,1984,9,1.88
-7.25,31.25,1984,9,4.33
-7.25,31.75,1984,9,5.08
-7.25,32.25,1984,9,4.29
-7.25,32.75,1984,9,3.49
-7.25,33.25,1984,9,2.98
-7.25,33.75,1984,9,1.84
-6.75,28.25,1984,9,3.34
-6.75,28.75,1984,9,2.73
-6.75,29.25,1984,9,2.75
-6.75,29.75,1984,9,2.58
-6.75,30.25,1984,9,2.25
-6.75,30.75,1984,9,2.69
-6.75,31.25,1984,9,5.74
-6.75,31.75,1984,9,6.63
-6.75,32.25,1984,9,4.89
-6.75,32.75,1984,9,3.11
-6.75,33.25,1984,9,2.07
-6.75,33.75,1984,9,0.68
-6.25,28.25,1984,9,4.21
-6.25,28.75,1984,9,2.34
-6.25,29.25,1984,9,2.15
-6.25,29.75,1984,9,3.26
-6.25,30.25,1984,9,3.92
-6.25,30.75,1984,9,4.34
-6.25,31.25,1984,9,6.61
-6.25,31.75,1984,9,6.6
-6.25,32.25,1984,9,4.51
-6.25,32.75,1984,9,2.49
-6.25,33.25,1984,9,1.4
-6.25,33.75,1984,9,0.8
-5.75,28.25,1984,9,4.31
-5.75,28.75,1984,9,1.83
-5.75,29.25,1984,9,1.59
-5.75,29.75,1984,9,2.77
-5.75,30.25,1984,9,3.94
-5.75,30.75,1984,9,4.74
-5.75,31.25,1984,9,5.94
-5.75,31.75,1984,9,5.5
-5.75,32.25,1984,9,3.86
-5.75,32.75,1984,9,2.44
-5.75,33.25,1984,9,1.8
-5.75,33.75,1984,9,1.64
-5.25,28.25,1984,9,2.76
-5.25,28.75,1984,9,0.85
-5.25,29.25,1984,9,0.92
-5.25,29.75,1984,9,1.42
-5.25,30.25,1984,9,2.15
-5.25,30.75,1984,9,3.17
-5.25,31.25,1984,9,4.8
-5.25,31.75,1984,9,4.64
-5.25,32.25,1984,9,3.91
-5.25,32.75,1984,9,3.31
-5.25,33.25,1984,9,3.0
-5.25,33.75,1984,9,2.54
-4.75,28.25,1984,9,1.79
-4.75,28.75,1984,9,0.32
-4.75,29.25,1984,9,0.42
-4.75,29.75,1984,9,0.52
-4.75,30.25,1984,9,0.89
-4.75,30.75,1984,9,2.01
-4.75,31.25,1984,9,4.58
-4.75,31.75,1984,9,5.27
-4.75,32.25,1984,9,4.73
-4.75,32.75,1984,9,4.09
-4.75,33.25,1984,9,3.61
-4.75,33.75,1984,9,2.64
-4.25,28.25,1984,9,1.9
-4.25,28.75,1984,9,0.26
-4.25,29.25,1984,9,0.31
-4.25,29.75,1984,9,1.21
-4.25,30.25,1984,9,1.85
-4.25,30.75,1984,9,2.81
-4.25,31.25,1984,9,6.39
-4.25,31.75,1984,9,7.32
-4.25,32.25,1984,9,5.95
-4.25,32.75,1984,9,4.34
-4.25,33.25,1984,9,3.27
-4.25,33.75,1984,9,2.2
-3.75,28.25,1984,9,1.69
-3.75,28.75,1984,9,0.6
-3.75,29.25,1984,9,0.83
-3.75,29.75,1984,9,2.67
-3.75,30.25,1984,9,3.79
-3.75,30.75,1984,9,4.54
-3.75,31.25,1984,9,7.98
-3.75,31.75,1984,9,8.22
-3.75,32.25,1984,9,6.41
-3.75,32.75,1984,9,4.2
-3.75,33.25,1984,9,2.59
-3.75,33.75,1984,9,1.82
-3.25,28.25,1984,9,1.63
-3.25,28.75,1984,9,1.35
-3.25,29.25,1984,9,1.61
-3.25,29.75,1984,9,3.1
-3.25,30.25,1984,9,4.26
-3.25,30.75,1984,9,5.0
-3.25,31.25,1984,9,6.71
-3.25,31.75,1984,9,6.42
-3.25,32.25,1984,9,4.84
-3.25,32.75,1984,9,3.15
-3.25,33.25,1984,9,2.05
-3.25,33.75,1984,9,1.71
-2.75,28.25,1984,9,2.12
-2.75,28.75,1984,9,1.83
-2.75,29.25,1984,9,2.03
-2.75,29.75,1984,9,2.58
-2.75,30.25,1984,9,3.06
-2.75,30.75,1984,9,3.38
-2.75,31.25,1984,9,3.73
-2.75,31.75,1984,9,3.73
-2.75,32.25,1984,9,2.82
-2.75,32.75,1984,9,1.97
-2.75,33.25,1984,9,1.56
-2.75,33.75,1984,9,1.34
-2.25,28.25,1984,9,2.78
-2.25,28.75,1984,9,1.7
-2.25,29.25,1984,9,1.89
-2.25,29.75,1984,9,1.74
-2.25,30.25,1984,9,1.52
-2.25,30.75,1984,9,1.46
-2.25,31.25,1984,9,1.73
-2.25,31.75,1984,9,1.98
-2.25,32.25,1984,9,1.63
-2.25,32.75,1984,9,1.19
-2.25,33.25,1984,9,0.9
-2.25,33.75,1984,9,0.7
-11.75,28.25,1984,10,4.22
-11.75,28.75,1984,10,4.51
-11.75,29.25,1984,10,4.55
-11.75,29.75,1984,10,5.65
-11.75,30.25,1984,10,6.55
-11.75,30.75,1984,10,6.87
-11.75,31.25,1984,10,7.12
-11.75,31.75,1984,10,6.0
-11.75,32.25,1984,10,3.97
-11.75,32.75,1984,10,2.65
-11.75,33.25,1984,10,2.52
-11.75,33.75,1984,10,2.97
-11.25,28.25,1984,10,4.41
-11.25,28.75,1984,10,4.5
-11.25,29.25,1984,10,4.08
-11.25,29.75,1984,10,4.35
-11.25,30.25,1984,10,4.76
-11.25,30.75,1984,10,5.44
-11.25,31.25,1984,10,7.18
-11.25,31.75,1984,10,6.52
-11.25,32.25,1984,10,4.95
-11.25,32.75,1984,10,3.71
-11.25,33.25,1984,10,3.44
-11.25,33.75,1984,10,4.19
-10.75,28.25,1984,10,3.57
-10.75,28.75,1984,10,3.4
-10.75,29.25,1984,10,3.05
-10.75,29.75,1984,10,3.03
-10.75,30.25,1984,10,3.28
-10.75,30.75,1984,10,4.07
-10.75,31.25,1984,10,5.97
-10.75,31.75,1984,10,5.87
-10.75,32.25,1984,10,5.32
-10.75,32.75,1984,10,4.79
-10.75,33.25,1984,10,4.82
-10.75,33.75,1984,10,5.9
-10.25,28.25,1984,10,2.95
-10.25,28.75,1984,10,2.76
-10.25,29.25,1984,10,2.57
-10.25,29.75,1984,10,2.61
-10.25,30.25,1984,10,2.83
-10.25,30.75,1984,10,3.34
-10.25,31.25,1984,10,4.38
-10.25,31.75,1984,10,4.39
-10.25,32.25,1984,10,4.68
-10.25,32.75,1984,10,4.93
-10.25,33.25,1984,10,5.18
-10.25,33.75,1984,10,5.86
-9.75,28.25,1984,10,3.57
-9.75,28.75,1984,10,3.06
-9.75,29.25,1984,10,2.99
-9.75,29.75,1984,10,2.9
-9.75,30.25,1984,10,2.88
-9.75,30.75,1984,10,3.01
-9.75,31.25,1984,10,3.31
-9.75,31.75,1984,10,3.53
-9.75,32.25,1984,10,3.97
-9.75,32.75,1984,10,4.27
-9.75,33.25,1984,10,4.29
-9.75,33.75,1984,10,4.12
-9.25,28.25,1984,10,4.19
-9.25,28.75,1984,10,3.22
-9.25,29.25,1984,10,3.16
-9.25,29.75,1984,10,2.99
-9.25,30.25,1984,10,2.86
-9.25,30.75,1984,10,2.88
-9.25,31.25,1984,10,3.08
-9.25,31.75,1984,10,3.19
-9.25,32.25,1984,10,3.48
-9.25,32.75,1984,10,3.7
-9.25,33.25,1984,10,3.66
-9.25,33.75,1984,10,3.32
-8.75,28.25,1984,10,3.18
-8.75,28.75,1984,10,2.91
-8.75,29.25,1984,10,2.96
-8.75,29.75,1984,10,2.88
-8.75,30.25,1984,10,2.82
-8.75,30.75,1984,10,2.82
-8.75,31.25,1984,10,2.88
-8.75,31.75,1984,10,2.85
-8.75,32.25,1984,10,2.92
-8.75,32.75,1984,10,3.03
-8.75,33.25,1984,10,3.11
-8.75,33.75,1984,10,3.13
-8.25,28.25,1984,10,2.17
-8.25,28.75,1984,10,2.92
-8.25,29.25,1984,10,3.76
-8.25,29.75,1984,10,3.68
-8.25,30.25,1984,10,3.5
-8.25,30.75,1984,10,3.35
-8.25,31.25,1984,10,2.75
-8.25,31.75,1984,10,2.83
-8.25,32.25,1984,10,2.48
-8.25,32.75,1984,10,2.38
-8.25,33.25,1984,10,2.68
-8.25,33.75,1984,10,3.1
-7.75,28.25,1984,10,3.92
-7.75,28.75,1984,10,6.32
-7.75,29.25,1984,10,7.05
-7.75,29.75,1984,10,6.62
-7.75,30.25,1984,10,6.02
-7.75,30.75,1984,10,5.38
-7.75,31.25,1984,10,3.94
-7.75,31.75,1984,10,3.83
-7.75,32.25,1984,10,3.22
-7.75,32.75,1984,10,3.01
-7.75,33.25,1984,10,3.29
-7.75,33.75,1984,10,3.37
-7.25,28.25,1984,10,6.3
-7.25,28.75,1984,10,9.5
-7.25,29.25,1984,10,9.63
-7.25,29.75,1984,10,10.72
-7.25,30.25,1984,10,9.64
-7.25,30.75,1984,10,6.85
-7.25,31.25,1984,10,6.31
-7.25,31.75,1984,10,6.2
-7.25,32.25,1984,10,5.01
-7.25,32.75,1984,10,4.25
-7.25,33.25,1984,10,3.91
-7.25,33.75,1984,10,2.52
-6.75,28.25,1984,10,7.11
-6.75,28.75,1984,10,9.49
-6.75,29.25,1984,10,9.74
-6.75,29.75,1984,10,10.69
-6.75,30.25,1984,10,9.54
-6.75,30.75,1984,10,7.32
-6.75,31.25,1984,10,8.84
-6.75,31.75,1984,10,9.29
-6.75,32.25,1984,10,6.88
-6.75,32.75,1984,10,4.72
-6.75,33.25,1984,10,3.49
-6.75,33.75,1984,10,1.42
-6.25,28.25,1984,10,7.43
-6.25,28.75,1984,10,9.18
-6.25,29.25,1984,10,9.04
-6.25,29.75,1984,10,7.81
-6.25,30.25,1984,10,6.82
-6.25,30.75,1984,10,7.21
-6.25,31.25,1984,10,9.99
-6.25,31.75,1984,10,10.49
-6.25,32.25,1984,10,7.5
-6.25,32.75,1984,10,4.38
-6.25,33.25,1984,10,2.45
-6.25,33.75,1984,10,0.9
-5.75,28.25,1984,10,6.92
-5.75,28.75,1984,10,7.68
-5.75,29.25,1984,10,6.77
-5.75,29.75,1984,10,5.64
-5.75,30.25,1984,10,5.13
-5.75,30.75,1984,10,6.08
-5.75,31.25,1984,10,9.28
-5.75,31.75,1984,10,9.23
-5.75,32.25,1984,10,6.73
-5.75,32.75,1984,10,3.91
-5.75,33.25,1984,10,1.89
-5.75,33.75,1984,10,0.77
-5.25,28.25,1984,10,4.89
-5.25,28.75,1984,10,4.52
-5.25,29.25,1984,10,3.84
-5.25,29.75,1984,10,3.41
-5.25,30.25,1984,10,3.54
-5.25,30.75,1984,10,4.76
-5.25,31.25,1984,10,7.82
-5.25,31.75,1984,10,7.88
-5.25,32.25,1984,10,5.87
-5.25,32.75,1984,10,3.73
-5.25,33.25,1984,10,2.27
-5.25,33.75,1984,10,1.11
-4.75,28.25,1984,10,4.18
-4.75,28.75,1984,10,1.86
-4.75,29.25,1984,10,2.14
-4.75,29.75,1984,10,2.26
-4.75,30.25,1984,10,2.71
-4.75,30.75,1984,10,4.06
-4.75,31.25,1984,10,6.92
-4.75,31.75,1984,10,7.76
-4.75,32.25,1984,10,5.84
-4.75,32.75,1984,10,3.88
-4.75,33.25,1984,10,2.74
-4.75,33.75,1984,10,1.48
-4.25,28.25,1984,10,6.95
-4.25,28.75,1984,10,2.07
-4.25,29.25,1984,10,3.11
-4.25,29.75,1984,10,3.32
-4.25,30.25,1984,10,3.62
-4.25,30.75,1984,10,4.91
-4.25,31.25,1984,10,8.04
-4.25,31.75,1984,10,9.6
-4.25,32.25,1984,10,7.32
-4.25,32.75,1984,10,4.65
-4.25,33.25,1984,10,3.03
-4.25,33.75,1984,10,1.91
-3.75,28.25,1984,10,10.2
-3.75,28.75,1984,10,4.75
-3.75,29.25,1984,10,5.47
-3.75,29.75,1984,10,5.47
-3.75,30.25,1984,10,5.48
-3.75,30.75,1984,10,6.79
-3.75,31.25,1984,10,11.2
-3.75,31.75,1984,10,11.91
-3.75,32.25,1984,10,9.29
-3.75,32.75,1984,10,6.03
-3.75,33.25,1984,10,3.68
-3.75,33.75,1984,10,2.66
-3.25,28.25,1984,10,10.59
-3.25,28.75,1984,10,6.8
-3.25,29.25,1984,10,5.86
-3.25,29.75,1984,10,6.09
-3.25,30.25,1984,10,6.73
-3.25,30.75,1984,10,8.47
-3.25,31.25,1984,10,13.42
-3.25,31.75,1984,10,13.39
-3.25,32.25,1984,10,9.94
-3.25,32.75,1984,10,6.57
-3.25,33.25,1984,10,4.52
-3.25,33.75,1984,10,2.81
-2.75,28.25,1984,10,8.25
-2.75,28.75,1984,10,5.71
-2.75,29.25,1984,10,4.61
-2.75,29.75,1984,10,5.11
-2.75,30.25,1984,10,6.18
-2.75,30.75,1984,10,8.18
-2.75,31.25,1984,10,12.87
-2.75,31.75,1984,10,13.24
-2.75,32.25,1984,10,9.14
-2.75,32.75,1984,10,5.64
-2.75,33.25,1984,10,4.04
-2.75,33.75,1984,10,1.9
-2.25,28.25,1984,10,5.66
-2.25,28.75,1984,10,3.35
-2.25,29.25,1984,10,3.62
-2.25,29.75,1984,10,3.68
-2.25,30.25,1984,10,4.15
-2.25,30.75,1984,10,6.0
-2.25,31.25,1984,10,10.52
-2.25,31.75,1984,10,11.69
-2.25,32.25,1984,10,8.41
-2.25,32.75,1984,10,4.91
-2.25,33.25,1984,10,2.78
-2.25,33.75,1984,10,0.97
-11.75,28.25,1984,11,3.36
-11.75,28.75,1984,11,2.64
-11.75,29.25,1984,11,2.62
-11.75,29.75,1984,11,2.88
-11.75,30.25,1984,11,3.13
-11.75,30.75,1984,11,3.47
-11.75,31.25,1984,11,4.33
-11.75,31.75,1984,11,4.15
-11.75,32.25,1984,11,3.2
-11.75,32.75,1984,11,2.45
-11.75,33.25,1984,11,2.23
-11.75,33.75,1984,11,2.21
-11.25,28.25,1984,11,4.07
-11.25,28.75,1984,11,3.21
-11.25,29.25,1984,11,3.34
-11.25,29.75,1984,11,3.67
-11.25,30.25,1984,11,3.97
-11.25,30.75,1984,11,4.33
-11.25,31.25,1984,11,5.19
-11.25,31.75,1984,11,5.0
-11.25,32.25,1984,11,4.08
-11.25,32.75,1984,11,3.28
-11.25,33.25,1984,11,2.99
-11.25,33.75,1984,11,3.14
-10.75,28.25,1984,11,5.41
-10.75,28.75,1984,11,4.81
-10.75,29.25,1984,11,4.71
-10.75,29.75,1984,11,4.65
-10.75,30.25,1984,11,4.71
-10.75,30.75,1984,11,5.05
-10.75,31.25,1984,11,5.93
-10.75,31.75,1984,11,5.89
-10.75,32.25,1984,11,5.34
-10.75,32.75,1984,11,4.84
-10.75,33.25,1984,11,4.65
-10.75,33.75,1984,11,4.73
-10.25,28.25,1984,11,6.78
-10.25,28.75,1984,11,6.56
-10.25,29.25,1984,11,6.13
-10.25,29.75,1984,11,5.75
-10.25,30.25,1984,11,5.44
-10.25,30.75,1984,11,5.45
-10.25,31.25,1984,11,6.17
-10.25,31.75,1984,11,6.18
-10.25,32.25,1984,11,6.24
-10.25,32.75,1984,11,6.18
-10.25,33.25,1984,11,5.93
-10.25,33.75,1984,11,5.5
-9.75,28.25,1984,11,6.9
-9.75,28.75,1984,11,6.83
-9.75,29.25,1984,11,6.73
-9.75,29.75,1984,11,6.56
-9.75,30.25,1984,11,6.25
-9.75,30.75,1984,11,5.96
-9.75,31.25,1984,11,6.07
-9.75,31.75,1984,11,6.25
-9.75,32.25,1984,11,6.59
-9.75,32.75,1984,11,6.68
-9.75,33.25,1984,11,6.19
-9.75,33.75,1984,11,4.79
-9.25,28.25,1984,11,5.85
-9.25,28.75,1984,11,5.75
-9.25,29.25,1984,11,6.18
-9.25,29.75,1984,11,6.78
-9.25,30.25,1984,11,6.99
-9.25,30.75,1984,11,6.78
-9.25,31.25,1984,11,6.65
-9.25,31.75,1984,11,7.09
-9.25,32.25,1984,11,7.5
-9.25,32.75,1984,11,7.7
-9.25,33.25,1984,11,7.27
-9.25,33.75,1984,11,5.52
-8.75,28.25,1984,11,5.15
-8.75,28.75,1984,11,4.57
-8.75,29.25,1984,11,5.01
-8.75,29.75,1984,11,5.89
-8.75,30.25,1984,11,6.48
-8.75,30.75,1984,11,6.74
-8.75,31.25,1984,11,7.41
-8.75,31.75,1984,11,7.84
-8.75,32.25,1984,11,7.98
-8.75,32.75,1984,11,7.98
-8.75,33.25,1984,11,7.74
-8.75,33.75,1984,11,6.85
-8.25,28.25,1984,11,4.91
-8.25,28.75,1984,11,4.19
-8.25,29.25,1984,11,4.53
-8.25,29.75,1984,11,4.97
-8.25,30.25,1984,11,5.4
-8.25,30.75,1984,11,6.01
-8.25,31.25,1984,11,7.25
-8.25,31.75,1984,11,7.55
-8.25,32.25,1984,11,7.17
-8.25,32.75,1984,11,6.73
-8.25,33.25,1984,11,6.52
-8.25,33.75,1984,11,6.58
-7.75,28.25,1984,11,4.78
-7.75,28.75,1984,11,5.38
-7.75,29.25,1984,11,5.44
-7.75,29.75,1984,11,5.36
-7.75,30.25,1984,11,5.2
-7.75,30.75,1984,11,5.25
-7.75,31.25,1984,11,6.03
-7.75,31.75,1984,11,6.18
-7.75,32.25,1984,11,5.97
-7.75,32.75,1984,11,5.71
-7.75,33.25,1984,11,5.53
-7.75,33.75,1984,11,5.45
-7.25,28.25,1984,11,4.04
-7.25,28.75,1984,11,5.5
-7.25,29.25,1984,11,5.25
-7.25,29.75,1984,11,5.13
-7.25,30.25,1984,11,4.68
-7.25,30.75,1984,11,4.32
-7.25,31.25,1984,11,5.29
-7.25,31.75,1984,11,5.6
-7.25,32.25,1984,11,5.43
-7.25,32.75,1984,11,5.24
-7.25,33.25,1984,11,4.88
-7.25,33.75,1984,11,3.59
-6.75,28.25,1984,11,2.34
-6.75,28.75,1984,11,3.14
-6.75,29.25,1984,11,3.21
-6.75,29.75,1984,11,3.74
-6.75,30.25,1984,11,3.79
-6.75,30.75,1984,11,3.92
-6.75,31.25,1984,11,6.14
-6.75,31.75,1984,11,7.23
-6.75,32.25,1984,11,6.34
-6.75,32.75,1984,11,5.27
-6.75,33.25,1984,11,4.32
-6.75,33.75,1984,11,2.31
-6.25,28.25,1984,11,1.19
-6.25,28.75,1984,11,1.49
-6.25,29.25,1984,11,1.86
-6.25,29.75,1984,11,3.02
-6.25,30.25,1984,11,3.82
-6.25,30.75,1984,11,4.75
-6.25,31.25,1984,11,7.96
-6.25,31.75,1984,11,9.0
-6.25,32.25,1984,11,7.36
-6.25,32.75,1984,11,5.2
-6.25,33.25,1984,11,3.42
-6.25,33.75,1984,11,1.69
-5.75,28.25,1984,11,0.95
-5.75,28.75,1984,11,1.25
-5.75,29.25,1984,11,1.79
-5.75,29.75,1984,11,3.25
-5.75,30.25,1984,11,4.45
-5.75,30.75,1984,11,5.66
-5.75,31.25,1984,11,8.65
-5.75,31.75,1984,11,9.02
-5.75,32.25,1984,11,6.94
-5.75,32.75,1984,11,4.37
-5.75,33.25,1984,11,2.39
-5.75,33.75,1984,11,1.19
-5.25,28.25,1984,11,1.07
-5.25,28.75,1984,11,1.42
-5.25,29.25,1984,11,2.17
-5.25,29.75,1984,11,3.55
-5.25,30.25,1984,11,4.62
-5.25,30.75,1984,11,5.44
-5.25,31.25,1984,11,7.09
-5.25,31.75,1984,11,7.29
-5.25,32.25,1984,11,5.52
-5.25,32.75,1984,11,3.62
-5.25,33.25,1984,11,2.4
-5.25,33.75,1984,11,1.59
-4.75,28.25,1984,11,1.41
-4.75,28.75,1984,11,1.45
-4.75,29.25,1984,11,2.0
-4.75,29.75,1984,11,3.09
-4.75,30.25,1984,11,4.04
-4.75,30.75,1984,11,4.64
-4.75,31.25,1984,11,5.08
-4.75,31.75,1984,11,5.15
-4.75,32.25,1984,11,4.31
-4.75,32.75,1984,11,3.52
-4.75,33.25,1984,11,3.08
-4.75,33.75,1984,11,2.6
-4.25,28.25,1984,11,2.12
-4.25,28.75,1984,11,1.5
-4.25,29.25,1984,11,1.97
-4.25,29.75,1984,11,2.48
-4.25,30.25,1984,11,3.02
-4.25,30.75,1984,11,3.45
-4.25,31.25,1984,11,3.46
-4.25,31.75,1984,11,3.47
-4.25,32.25,1984,11,3.33
-4.25,32.75,1984,11,3.18
-4.25,33.25,1984,11,3.1
-4.25,33.75,1984,11,3.13
-3.75,28.25,1984,11,2.89
-3.75,28.75,1984,11,1.91
-3.75,29.25,1984,11,2.28
-3.75,29.75,1984,11,2.22
-3.75,30.25,1984,11,2.22
-3.75,30.75,1984,11,2.33
-3.75,31.25,1984,11,2.22
-3.75,31.75,1984,11,2.24
-3.75,32.25,1984,11,2.41
-3.75,32.75,1984,11,2.6
-3.75,33.25,1984,11,2.84
-3.75,33.75,1984,11,3.29
-3.25,28.25,1984,11,3.35
-3.25,28.75,1984,11,2.23
-3.25,29.25,1984,11,1.98
-3.25,29.75,1984,11,1.73
-3.25,30.25,1984,11,1.6
-3.25,30.75,1984,11,1.57
-3.25,31.25,1984,11,1.44
-3.25,31.75,1984,11,1.4
-3.25,32.25,1984,11,1.9
-3.25,32.75,1984,11,2.31
-3.25,33.25,1984,11,2.62
-3.25,33.75,1984,11,3.43
-2.75,28.25,1984,11,3.89
-2.75,28.75,1984,11,2.2
-2.75,29.25,1984,11,1.73
-2.75,29.75,1984,11,1.32
-2.75,30.25,1984,11,1.1
-2.75,30.75,1984,11,1.03
-2.75,31.25,1984,11,0.92
-2.75,31.75,1984,11,0.97
-2.75,32.25,1984,11,1.74
-2.75,32.75,1984,11,2.32
-2.75,33.25,1984,11,2.66
-2.75,33.75,1984,11,3.6
-2.25,28.25,1984,11,4.78
-2.25,28.75,1984,11,2.29
-2.25,29.25,1984,11,1.84
-2.25,29.75,1984,11,1.22
-2.25,30.25,1984,11,0.81
-2.25,30.75,1984,11,0.7
-2.25,31.25,1984,11,0.68
-2.25,31.75,1984,11,0.76
-2.25,32.25,1984,11,1.46
-2.25,32.75,1984,11,2.12
-2.25,33.25,1984,11,2.56
-2.25,33.75,1984,11,3.08
-11.75,28.25,1984,12,4.84
-11.75,28.75,1984,12,5.07
-11.75,29.25,1984,12,5.04
-11.75,29.75,1984,12,4.64
-11.75,30.25,1984,12,4.28
-11.75,30.75,1984,12,3.92
-11.75,31.25,1984,12,3.08
-11.75,31.75,1984,12,2.51
-11.75,32.25,1984,12,2.07
-11.75,32.75,1984,12,1.84
-11.75,33.25,1984,12,1.77
-11.75,33.75,1984,12,1.63
-11.25,28.25,1984,12,4.81
-11.25,28.75,1984,12,4.31
-11.25,29.25,1984,12,4.12
-11.25,29.75,1984,12,3.96
-11.25,30.25,1984,12,3.88
-11.25,30.75,1984,12,3.86
-11.25,31.25,1984,12,3.72
-11.25,31.75,1984,12,3.28
-11.25,32.25,1984,12,2.62
-11.25,32.75,1984,12,2.16
-11.25,33.25,1984,12,1.97
-11.25,33.75,1984,12,1.75
-10.75,28.25,1984,12,4.78
-10.75,28.75,1984,12,3.97
-10.75,29.25,1984,12,3.78
-10.75,29.75,1984,12,3.56
-10.75,30.25,1984,12,3.43
